DateTime,Entries,UniqueIPs
1543291956,80,80
1543293871,82,82
1543295802,82,82
1543297720,83,83
1543299683,86,86
1543301564,87,87
1543303483,87,87
1543305402,86,86
1543307306,88,88
1543309338,85,85
1543311159,84,84
1543313092,88,88
1543314987,87,87
1543316937,88,88
1543318855,88,88
1543320772,90,90
1543322682,92,92
1543324614,93,93
1543326535,89,89
1543328460,90,90
1543330365,91,91
1543332522,89,89
1543334513,90,90
1543336363,88,88
1543338544,90,90
1543340440,90,90
1543342369,92,92
1543344525,93,93
1543348526,98,98
1543350495,99,99
1543352701,98,98
1543354848,94,94
1543356749,94,94
1543358689,89,89
1543360588,86,86
1543362533,88,88
1543364427,89,89
1543366353,89,89
1543368384,90,90
1543370517,93,93
1543372361,93,93
1543374351,91,91
1543376180,92,92
1543378122,92,92
1543380029,92,92
1543381978,92,92
1543383871,93,93
1543385813,91,91
1543387974,91,91
1543389882,92,92
1543391785,92,92
1543393970,87,87
1543395908,89,89
1543397820,88,88
1543399736,86,86
1543401638,85,85
1543403574,85,85
1543405479,84,84
1543407410,85,85
1543409307,90,90
1543411236,92,92
1543413171,92,92
1543415094,90,90
1543417323,89,89
1543419407,89,89
1543421393,90,90
1543423228,90,90
1543425176,87,87
1543427105,86,86
1543429000,90,90
1543431159,92,92
1543435006,89,89
1543436926,88,88
1543438927,91,91
1543442932,90,90
1543444844,89,89
1543446758,88,88
1543448672,86,86
1543450834,83,83
1543452774,85,85
1543454683,88,88
1543456609,87,87
1543458523,87,87
1543461411,89,89
1543463303,91,91
1543465227,90,90
1543467157,89,89
1543469322,86,86
1543471311,87,87
1543473141,86,86
1543475079,86,86
1543476990,89,89
1543478922,91,91
1543480814,94,94
1543482753,96,96
1543484674,98,98
1543486818,102,102
1543488770,103,103
1543490660,100,100
1543492575,101,101
1543494496,98,98
1543496503,99,99
1543498339,99,99
1543500268,99,99
1543502191,100,100
1543504122,101,101
1543506258,101,101
1543508200,100,100
1543510118,99,99
1543512023,103,103
1543513959,100,100
1543515857,97,97
1543519712,100,100
1543521714,100,100
1543523700,100,100
1543527895,102,102
1543529797,103,103
1543533891,102,102
1543535797,104,104
1543537690,103,103
1543539732,102,102
1543541577,96,96
1543543501,96,96
1543545381,93,93
1543547320,92,92
1543549235,90,90
1543551177,91,91
1543553065,91,91
1543554991,91,91
1543556905,91,91
1543558823,92,92
1543560763,92,92
1543562704,92,92
1543564580,93,93
1543566502,92,92
1543568526,90,90
1543570355,90,90
1543572303,91,91
1543574170,89,89
1543576114,90,90
1543578269,91,91
1543580181,89,89
1543582100,88,88
1543584055,83,83
1543585956,85,85
1543587879,86,86
1543589792,83,83
1543591721,84,84
1543593696,84,84
1543595544,84,84
1543597503,84,84
1543599378,82,82
1543601328,82,82
1543603222,82,82
1543605161,80,80
